name,description,logo,product_types,sectors,city,website,hashtags,total_funding
VISIPERF,"Visiperf est l’association unique d’une expertise éprouvée en marketing digital (Google Adwords & Display, Facebook, Waze, Snapchat, Youtube, Bing, Yahoo…), avec des technologies innovantes adaptées pour les franchises et les entreprises à réseau.
Visiperf aide les réseaux à gérer facilement la transition du marketing digital de leurs points de vente. 
Standardisez le traitement et la mise en oeuvre de milliers de campagnes de publicités locales sans effort supplémentaire.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/039241d9-cd4b-4f2d-82f5-5289ca260737,"['', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '']",,,[],
Bioserenity,"Service d'aide au diagnostic et de soins, basés sur l'acquisition et l'interprétation grâce à l'IA d'examens électrophyisologiques, pour adresser des sujets de neurologie, troubles du sommeil et cardiologie.",https://upload.prd.hbd.cloud.bpifrance.fr/164b9065-ebdf-4da6-98f8-9a0ac15fb84f,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '']",,http://www.bioserenity.com/,"['#Health Care', '#Medical']",
DELAIR,"Delair est une solution de conception, de production, de commercialisation et d'exploitation de systèmes de mesure à distance automatisés. Organisme de formation en relation avec les activités principales de la société.

#robotique #drone #Aerospace #Manufacturing #Product Design #Robotics",https://upload.prd.hbd.cloud.bpifrance.fr/51841aa0-1d39-483b-9e7b-602b3527198a,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,,"['#Robotics', '#Aerospace', '#Product Design', '#Manufacturing', '#delair-tech', '#data', '#drone', '#network', '#agriculture', '#geospatial', '#industries']",
Famoco,"Avec son offre Famoco Management Suite, Famoco accélère les déploiements de solutions métiers en mobilité pour tous vos employés dans les secteurs du 
 paiement
 , des 
 opérations terrain
 , de la 
 mobilité urbaine
 et la 
 vérification de l’identité
 (KYC).",https://upload.prd.hbd.cloud.bpifrance.fr/02c5e350-6e67-4ae1-8d99-769fcb73c18a,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,https://www.famoco.com/fr/secteurs/paiement/,"['#NFC', '#Loyalty Programs', '#Hardware', '#Software', '#FinTech', '#Payments', '#android', '#mobile', '#payment', '#device']",
Livestorm,"Solution de visioconférence pour la création d'événements digitaux publics ou privés, accessible à partir d'un simple navigateur web, et disposant de fonctionnalités de chat, de sondage et de modération adaptées.
 Pour les organisateurs, elle intègre un ou",https://upload.prd.hbd.cloud.bpifrance.fr/a87e598b-d32a-493d-9cb4-b1394368bb29,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,https://livestorm.co/,"['#SaaS', '#Lead Management', '#audience']",
Commanders Act,"Commanders Act édite une plateforme Marketing cookieless adoptée par plus de 510 clients en Europe et dans le monde. Lancée en 2010 à Paris, sous le nom de ""Tagco"", elle s'est rapidement développée en Allemagne, Italie et Espagne. Sa mission est de simpli",https://upload.prd.hbd.cloud.bpifrance.fr/6233b7c5-ca09-41c5-b2cc-a058c88783a7,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '']",,http://www.commandersact.com/,"['#Advertising', '#Analytics', '#data', '#marketing']",
ELIUM,"Elium est une plateforme de partage de connaissance qui vous aide à capturer, enrichir et communiquer dans le monde du travail digital.

#socialnetwork #work",https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/Bk5EU3Lwz.png,"['Software', '', '', '', '', '', '', '', '']","['Software', '', '', '', '', '', '', '', '']",,,[],
Wimi,"Chez Wimi, nous voulons rendre le travail d'équipe simple, fluide et plus efficace. Nous avons rassemblé toutes les briques essentielles à la productivité des équipes au sein d'espaces de travail sécurisés et souverains. Tout est pensé pour rendre votre organisation plus agile.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/83fc9b6b-7767-41f7-879c-f2745fe89049,"['Software', 'Sécurité / Défense', 'Transport / Logistique', '', '', '', '', '', '', '', '', '', '', '']","['Software', 'Sécurité / Défense', 'Transport / Logistique', '', '', '', '', '', '', '', '', '', '', '']",,https://www.wimi-teamwork.com/fr/,[],
ALLO-MEDIA,"Le Cookie Vocal d'Allo-Media est une technologie d'IA pour la reconnaissance vocale et l'analyse sémantique profonde des conversations téléphoniques entre les marques et leurs clients.

#Adtech # AI",https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/S1qzJRA_G.png,"['Software', 'Telecommunications', '', '', '', '', '', '', '', '', '', '', '', '']","['Software', 'Telecommunications', '', '', '', '', '', '', '', '', '', '', '', '']",,,"['#Speech Recognition', '#Marketing', '#Advertising', '#Artificial Intelligence', '#sas']",
PRECOGS,"Pregocs identifie à l’avance, pour toute nomenclature, les composants électroniques susceptibles de connaître une pénurie ou, à l’inverse, un excédent de stock sur le marché.

#industrie #marketplace #Computer #Electronics #Supply Chain Management",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/1ba51c0a-2309-4200-a816-75f0ab90c293,"['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",,,"['#Supply Chain Management', '#components', '#business', '#teams', '#purchasing', '#automatically', '#capture', '#opportunities', '#market', '#real-time', '#contact', '#electronic', '#precogs']",
Madmagz,"Madmagz accompagne les grandes entreprises dans la transformation de leur communication interne et RH au moyen de conseil sur-mesure de haut niveau et de solutions technologiques simples et sûres. Nous comptons parmi nos cinquante clients un quart du CAC40.

L'entreprise, française et basée à Paris, est rentable et en croissance à deux chiffres depuis plusieurs années.

#API #software",https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/e9d2e73f5488680540ed26978e7caa66,"['Software', '', '', '', '', '', '', '', '', '', '']","['Software', '', '', '', '', '', '', '', '', '', '']",,,[],
askR.ai,"Chat with your data! Accéder à vos données vous fait perdre trop de temps ? Avec votre data-assistant personnel, une simple question suffit.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/b100668f-487c-4864-8994-26d54cd6d7dc,"['Transport / Logistique', '', '', '', '', '', '', '', '']","['Transport / Logistique', '', '', '', '', '', '', '', '']",,,[],
Hidden Market,Accédez au marché caché des profils IT pour recruter des candidats que vous n'auriez pu identifier ailleurs (+83% d'opportunités).,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/34125041-ba26-4d00-83fb-a774216b7feb,"['Software', 'Ressources Humaines', '', '', '', '', '', '']","['Software', 'Ressources Humaines', '', '', '', '', '', '']",,,[],
Usitab,Gagnez du temps dans vos opérations avec l'application SYnergytab,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/41221102-e881-42ec-b4bf-bdb9f900cb00,"['Software', 'Alimentaire', 'Transport / Logistique', '', '', '', '', '', '', '', '', '']","['Software', 'Alimentaire', 'Transport / Logistique', '', '', '', '', '', '', '', '', '']",,,[],
Deepki,"Alliant plateforme SaaS et expertise ESG, Deepki accompagne les acteurs du real estate, grâce à le data intelligence. De la collecte et l’analyse des données, à la définition et la mise en oeuvre de leur stratégie ESG, Deepki accélère leur transition envi",https://upload.prd.hbd.cloud.bpifrance.fr/482c717a-085d-4c32-8007-be382002a051,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,https://www.deepki.com/fr/,"['#Analytics', '#Renewable Energy', '#Energy Efficiency', '#immobilier']",
Vulog,"Plateforme permettant d'opérer et d'optimiser tous types de services d'autopartage (voiture, vélo électrique, scooter …) quels que soient les modes d'utilisation, de contractualisation et les types de trajets",https://upload.prd.hbd.cloud.bpifrance.fr/f3955f2c-9b76-4e11-b139-3f1ff3e83b6d,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,https://www.vulog.com/,"['#Car Sharing', '#Ride Sharing', '#Transportation', '#Automotive']",
SIGFOX,Sigfox is the initiator of the 0G network and the world’s leading IoT (Internet of Things) service provider,https://upload.prd.hbd.cloud.bpifrance.fr/8e8201cc-5cab-497d-a638-58d8d82284ad.png,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,http://www.sigfox.com/,"['#Wireless', '#Telecommunications', '#Internet of Things', '#iot']",
SPARKOW,"Sparkow permet de paramétrer et de piloter le catalogue produits, la navigation client, le moteur de recherche interne (pertinent et “merchandisé”), ainsi que les outils de recommandation et de personnalisation. Confrontées à la complexité de l’omnicanal, les merchandisers disposent avec Sparkow d’une solution leur permettant de maîtriser et de proposer une expérience digitale adaptée, homogène et unique à leurs consommateurs.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/6a598f5e-15b4-4c98-9164-061ddc54c047,"['Marketing / Communication', 'Vente / Service Client', '', '', '', '', '', '', '', '']","['Marketing / Communication', 'Vente / Service Client', '', '', '', '', '', '', '', '']",,http://www.sparkow.com/,"['#Search Engine', '#E-Commerce', '#Software']",
Invivox,"Invivox est une plateforme qui permet aux médecins du monde entier de se former auprès d'experts, au sein du bloc opératoire des experts, dans toutes les spécialités médicales. Invivox répond à un besoin réel des médecins : la formation en mode compagnonn",https://upload.prd.hbd.cloud.bpifrance.fr/ee3732b1-38fe-4673-905b-d1eaf40fa17f,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,http://www.invivox.com/,['#Professional Services'],
KICKMAKER,"Kickmaker est une agence d'industrialisation qui accompagne ses clients startups, pme et grands groupes dans la réussite de l'industrialisation de leurs projets high-tech, du prototype au mass-manufacturing. Kickmaker ouvre en juillet 2019 la première ligne d'assemblage mutualisée dédiée à la présérie et au débug de présérie dans le 14e arrondissement de Paris.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/14d90a3f-50bf-4128-8304-290279245c79,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']",,,[],
PER ANGUSTA,"Per Angusta is a SaaS Procurement Performance Management Solution (PPM). With Per Angusta's Solution, procurement teams can create a step change in their productivity – all while managing and sharing their performance with stakeholders and finance in all simplicity. The solution enables purchasing teams to drastically increase agility and efficiency. More than 17 000 users in
over 103 countries are relying on the solution to strengthen transparency and collaboration.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/20a991ce-c452-4774-ab47-f778de9ae2a0,"['', '', '', '', '', '']","['', '', '', '', '', '']",,https://www.per-angusta.com/,[],
MYFEELBACK,"MyFeelBack est une solution dédiée à la connaissance client qui offre aux entreprises un moyen simple d’exploiter des données clients récoltées sur tous les points de contact, pour les intégrer dans leurs prises de décisions quotidiennes et améliorer leur business.
Utilisé par plus de 100 sociétés leaders de l'industrie comme Oui.sncf, Natixis, L'Oreal, Maisons du Monde, Nuxe, Amaguiz... 
Intégrée avec Salesforce, Zendesk, Adobe Campaign...

#SaaS #Software",https://upload.prd.hbd.cloud.bpifrance.fr/f15513ca-7f59-4a69-97ec-2ddbaa55210a.png,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '']",,,"['#SaaS', '#Software', '#questionnaire', '#business', '#enrichissez', '#use', '#intégrations', '#améliorer', '#experience', '#satisfaction', '#connaissance', '#contacter', '#collecter', '#solution', '#client', '#comment', '#myfeelback', '#crm']",
DataMa,"Smart analytics for Smart decisions. 

CRO | AB Test | Marketing | Parcours utilisateur

DataMa propose des algorithmes d'analyse de données pour augmenter le taux de conversion de votre site Web!",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/52d93672-e1f6-4f07-ad65-7c5ca7c39298,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']",,https://datama.fr/,[],
ECOVADIS,"EcoVadis opère une plateforme mondiale d’évaluation et de mutualisation des performances RSE utilisée par plus de 55 000 entreprises de toutes tailles dans 150 pays. EcoVadis combine un système d’information et un réseau d’experts pour mettre à disposition de ses clients acheteurs et fournisseurs des notations simples, fiables et comparables couvrant 198 catégories d’achat et 21 indicateurs (des « émissions de CO2 » au « travail des enfants »).",https://upload.prd.hbd.cloud.bpifrance.fr/d94b1b03-ac09-470a-b46a-e1841b191c4d,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,,"['#Supply Chain Management', '#Risk Management', '#Sustainability']",
Younited,"Younited est le leader du crédit instantané en Europe au service de l’e -économie. Innovation constante, technologie de rupture et expérience utilisateur exceptionnelle ont permis à près d’un million de consommateurs d’avoir accès à un crédit instantané,",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/fd171add-4f5a-4a51-a503-7b702ec39c65,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,https://www.younited-credit.com/,"['#Financial Services', '#FinTech']",
