nom,description,logo,Date dernier financement,Série,LinkedIn,Type d'organisme,SIREN,Activité principale,market,valeur_entreprise,mots_cles_def,Effectif_def,site_web_def,adresse_def,date_creation_def,Nom,Prenom,Poste,Montant_def
accengage,"A mobile engagement solution for personalised push notifications, mobile retargeting, mobile tracking, and app analytics",https://storage.googleapis.com/dealroom-images-production/06/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMy9mMjZjYzMxMzZhZTJhOGJhNjBlNTExNmIwZGRhZGI1NQ==.png,,,,,Non disponible,,B2B,€11—16m,"enterprise software, marketing, marketing analytics, saas, subscription",20 à 49 salariés,,"Paris, France",,,,,8200000.0
access equity,Rendre l'investissement en non coté accessible à tous,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/access_equity_-_light_1.png,,,,,Non disponible,,,,investissement,,https://www.access-equity.fr/?utm_source=LesPepitesTech.com,"9 Rue du Général Leclerc, Saint-Ouen-l'Aumône",,,,,
achat centrale,La centrale d’achats des entreprises dédiée aux frais généraux.,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_achatcentrale_2022_2.png,,,,,Non disponible,,,,achat,,https://achatcentrale.fr/?utm_source=LesPepitesTech.com,"100 Rue de Villiers, Levallois-Perret",,,,,
achetons groupé,Achetons Groupé,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_292.png,,,,,Non disponible,,,,achat,,http://achetonsgroupe.org/?utm_source=LesPepitesTech.com,Paris,,,,,
aci groupe,,https://storage.googleapis.com/dealroom-images-production/73/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8xNS83ZWIyMzdiM2EzZjI5NjVhNGEzNWIzMmNjOGU2MjgzYg==.png,,,,,Non disponible,,,€28—42m,manufacturing,50 à 99 salariés,,"Lyon, France",,,,,7000000.0
acorus networks,"A cloud-based solution that gives customers a detailed view of their traffic, allowing them to identify illegitimate traffic early on",https://storage.googleapis.com/dealroom-images-production/70/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wOC9kZGVkY2VjMWFlMjVhODFhMzQxZWNlZjI0NTgwMjNjYQ==.png,,,,,Non disponible,,B2B,€20—30m,"cloud & infrastructure, saas, security, subscription",3 à 5 salariés,,"Nanterre, France",,,,,5000000.0
acp ag,Independent fabless semiconductor company,https://storage.googleapis.com/dealroom-images-production/c4/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMS82MzM4NDQ2ZDBlZDg1ZDRhNmU3ZDk5NTRiYmU4Mjg2Zg==.png,,,,,Non disponible,,B2B,,"enterprise software, saas",20 à 49 salariés,,"Rennes, France",2001-01-01,,,,250000.0
acropolia academy,"Parce que s’adapter, c’est tout un métier",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_acropolia.jpg,,,,,Non disponible,,,,intelligence artificielle,,https://acropolia.academy/?utm_source=LesPepitesTech.com,"15th arrondissement of Paris, Paris",,,,,
acs biotech,Developing an innovative injectable cartilage repair solution to treat osteoarthritis,https://storage.googleapis.com/dealroom-images-production/1a/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMS80NjUzY2VkNGM0MjdiZWRlNTJlMGIyMTRlOThkYTNmZA==.png,,,,,Non disponible,,B2B,€4—5m,"3d technology, biotechnology, commission, deep tech, health, manufacturing, medical devices",3 à 5 salariés,,"Villeurbanne, France",,,,,1400000.0
acticor biotech,Safe and effective treatment of stroke,https://storage.googleapis.com/dealroom-images-production/58/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNy85ODk2NzVjYzc1ZDdlOTk1YTJhNGRjMGI5ZDM1YjY2Mw==.png,,,,,Non disponible,,B2B,€28—42m,"biotechnology, health, manufacturing",20 à 49 salariés,,"Paris, France",,,,,29100000.0
actifs précieux,Nous extrayons la nature pour vous.,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/img_4984_0.jpeg,,,,,Non disponible,,,,santé,,https://actifsprecieux.com/?utm_source=LesPepitesTech.com,"13 Rue des Émeraudes, Lyon",,,,,
activ'inside,"A company focused on the development, production and marketing of nutraceuticals",https://storage.googleapis.com/dealroom-images-production/e1/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNS83NTMxZDk0ODFjZDgwYjMzZWY2NzJmNWY1Yzc3NDA4Ng==.png,,,,,Non disponible,,B2C,€16—24m,"deep tech, food, innovative food, manufacturing, selling own inventory, wellness beauty",50 à 99 salariés,,"Bordeaux, France",2009-01-01,,,,4000000.0
activaterre,Le seul lombricomposteur sans plastique qui prend soin de notre planète et de votre quotidien.,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_activaterre_vf-13_carre_4.png,,,,,Non disponible,,,,environnemental,,http://activaterre.fr/?utm_source=LesPepitesTech.com,Soufflenheim,,,,,
active asset allocation,"Investment solution designer based in nice, france",https://storage.googleapis.com/dealroom-images-production/79/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNy85MzA1Njg1NDBkMGUyMzIxZmY5ZjEzZjJiMzY4ODNiMw==.png,,,,,Non disponible,,B2B,€17—25m,"commission, fintech",20 à 49 salariés,,"Nice, France",,,,,4100000.0
active assurances,Digital insurance brokerage company dedicated in motor insurance,https://storage.googleapis.com/dealroom-images-production/f2/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMi8wNC8yMS84Y2YzZjY1MmY0YzZkNWQ2MzUwODQ0Y2ZmNDU4NjQzOA==.png,,,,,Non disponible,,,,"commission, fintech, insurance",50 à 99 salariés,,"Boulogne-Billancourt, France",2011-01-01,,,,
activelook,Lunettes intelligentes dédiées au sport,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/activelook_by_microoled_black_hidef.png,,,,,Non disponible,,,,objets connectés,,https://www.activelook.net/?utm_source=LesPepitesTech.com,"11 Rue d'Arménie, Grenoble",,,,,
activetrail,"ActiveTrail est un logiciel emailing et de marketing automation parfait pour les start-ups et PMEs. Vous pourrez créer très facilement des campagnes emailing, SMS, WhatsApp et des scénarios de marketing automation puissants !",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/activetrail_logo_blanc_0.png,,,,,Non disponible,,,,logiciel,,https://www.activetrail.fr/?utm_source=LesPepitesTech.com,Paris,,,,,
acuitalia,"A house of elegance, distinction, creativity, generosity and kindness at very, very low prices",https://storage.googleapis.com/dealroom-images-production/82/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNy85ZjBlZDUzYThkNDAyZTJhNTYyN2U5ZGQwMzA5N2IxZA==.png,,,,,Non disponible,,B2C,,"fashion, manufacturing, selling own inventory",200 à 499 salariés,,"Paris, France",2010-01-01,,,,50000.0
acwa robotics,"Developing, manufacturing and distributing autonomous amphibious devices to improve the management of clean water infrastructures worldwide",https://storage.googleapis.com/dealroom-images-production/5d/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNy9hNmMyY2RiOWYwNzE5MTcxMjMwN2EyOWVmMjZlYjRmMw==.png,,,,,Non disponible,,B2B,€19—29m,"autonomous & sensor tech, commission, deep tech, hardware, manufacturing, robotics",20 à 49 salariés,,"Petreto-Bicchisano, France",,,,,9300000.0
ad aures,Contextual Monetization for Podcasts,https://storage.googleapis.com/dealroom-images-production/cf/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNy9kMjg3NmJlOGY4MmY3NzJkODU4ODQ2ZDkyNWUxNTUyNg==.png,,,,,Non disponible,,B2B,,"b2c, commission, media, publishing, recognition technology, saas, social media, subscription",3 à 5 salariés,,"Paris, France",,,,,400000.0
ad scientiam,Exploiting the immense potential of objective real-life data in patients to build new digital biomarkers,https://storage.googleapis.com/dealroom-images-production/8e/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yMy9kMzFjM2VhZDhkODRiOGE1NGUwYjMyNGY1NGIyNmJiMQ==.png,,,,,Non disponible,,B2B,€8—12m,"biotechnology, commission, health, health platform, manufacturing",50 à 99 salariés,,"Paris, France",,,,,2100000.0
ada tech school,First feminist programming school open to all profiles,https://storage.googleapis.com/dealroom-images-production/f5/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yMy84Y2NhNjRlYjNmNjVhMTdkNDUxM2E3NmY0NjY2OTNhMg==.png,,,,,Non disponible,,B2B,€12—18m,"b2c, commission, education, education providers, marketplace & ecommerce",50 à 99 salariés,,"Paris, France",,,,,3000000.0
adaptive bee,"Specializes in Adaptive Technology, providing each user with a customized and unique user experience",https://storage.googleapis.com/dealroom-images-production/26/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMS85MGExNDM1MjhjMTAyODkxYmUxZGQ2M2ExMWExYmI5OQ==.png,,,,,Non disponible,,B2C,,"content production, media",1 ou 2 salariés,,"Paris, France",,,,,50000.0
adaptive ml,"Adaptive ML develops a platform that enables companies to test, serve, monitor, and perpetually iterate on their large language models by leveraging user interactions and reinforcement learning",https://storage.googleapis.com/dealroom-images-production/a8/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNy8zZTQyZGRkZjQ5YjljMTNhZWNlZTgxZTE0YzQyZDMwZA==.png,,,,,Non disponible,,B2B,€73—110m,"artificial intelligence, enterprise software, machine learning, saas",20 à 49 salariés,,"Paris, France",2023-01-01,,,,18300000.0
adcreative.ai,"AI-powered platform that generates and optimizes ad creatives for various marketing channels, aiming to boost conversion rates and streamline the creative process for businesses",https://storage.googleapis.com/dealroom-images-production/67/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wOS8zODI1ZTdhYjI3MjZiMTM2MGM5MTRhYzUxYmI1NzMwNQ==.png,,,,,Non disponible,,B2B,,"adtech, artificial intelligence, marketing, subscription",200 à 499 salariés,,"Paris, France",,,,,
addict mobile,Research-driven startup dedicated to mobile advertising technologies and services,https://storage.googleapis.com/dealroom-images-production/ca/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMi8wNC8yNC8wNTJkMzQ5NWFmNWEwNmUwZWY5MmRmNTRiMTdmMjQwYg==.png,,,,,Non disponible,,,,,50 à 99 salariés,,"Paris, France",2014-01-01,,,,
addimetal,"Innovative binder jetting technology for precise, sustainable, and efficient metal part manufacturing",https://storage.googleapis.com/dealroom-images-production/e5/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yMy9iMDFlNGY4ZjUwZWNkMmZlMzdlMGZjNzVjYzVkZmY5Mw==.png,,,,,Non disponible,,B2B,,"commission, manufacturing",3 à 5 salariés,,"Toulouse, France",,,,,
addmin,"Classeur numérique intelligent, Solution moderne pour la gestion de vos documents importants.","https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_addmin_v.png, https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_addmin_v_0.png",,,,,Non disponible,,,,"application, assistant personnel",,https://addmin.com/?utm_source=LesPepitesTech.com,"Lausanne, Suisse",,,,,
adechotech,"AdEchoTech is specializes in the design, manufacture, and sale of medical equipment",https://storage.googleapis.com/dealroom-images-production/8f/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMi8wMS9jZjc2YzhmMzc1M2M1YjIyOGNlM2EzYjk5MjFiMzZkNg==.png,,,,,Non disponible,,B2B,€16—24m,"commission, connected device, deep tech, hardware, health, manufacturing, medical devices",3 à 5 salariés,,"Naveil, France",,,,,4000000.0
adiscos formations,,https://storage.googleapis.com/dealroom-images-production/97/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAxOS8wOS8xNi8yMDgzMDFlYmYyNDYyZmI1ZGFkODI5ODhkZjE5YWVjYw==.jpg,,,,,Non disponible,,B2B,,jobs recruitment,50 à 99 salariés,,"Paris, France",,,,,
aditium,Smartphone- and contactless technology-based professional business solutions,https://storage.googleapis.com/dealroom-images-production/5a/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMS81NjFjMzQwYWE0ZDBmMTJkZWYwOWNjZTRhNjZjOTg1Yg==.png,,,,,Non disponible,,B2B,,"commission, fintech, payments",1 ou 2 salariés,,"Biziat, France",2012-01-01,,,,115000.0
adlin science,"Laboratories and researchers manage their omics data in order to extract all of its scientific and economic value, and thus promote the development of precision medicine",https://storage.googleapis.com/dealroom-images-production/35/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNi9kZWE3ZjFlY2E2ZTY4NjM4NDFmOGFiYWY4NWU0MWVjOA==.png,,,,,Non disponible,,B2B,,"biotechnology, commission, enterprise software, health, marketplace & ecommerce, pharmaceutical, saas, subscription",20 à 49 salariés,,"Évry-Courcouronnes, France",,,,,
adserverpub,Advertising agency on the internet that has developed a technological solution,https://storage.googleapis.com/dealroom-images-production/18/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8yOC85ODQyZGY4MjU4MDU5Y2Q3YzU4YjE1NjNmNWU5NWE0NQ==.png,,,,,Non disponible,,B2B,€8—12m,"marketing, subscription",20 à 49 salariés,,"Paris, France",,,,,2000000.0
adsvark,"Adsvark is a media source for e-business, internet news, startups, and tech trends in France.",https://storage.googleapis.com/dealroom-images-production/e6/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8wOS8yMi9jODcxMTU3MjAzOTFjZjJiNjdiMTQxNjYzM2Y1Nzg4Mw==.png,,,,,Non disponible,,B2C,€2—3m,"advertising, media, publishing",3 à 5 salariés,,"Paris, France",,,,,580000.0
adtile,Provider of multi-sensor advertising technology and services for smartphones and tablets,https://storage.googleapis.com/dealroom-images-production/d3/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMS9mNGFhNmY1ZDUxYzMwNzMyOWU2MjU5MDMwZTZmZGI2Yg==.png,,,,,Non disponible,,B2C,€7—11m,"adtech, manufacturing, marketing",3 à 5 salariés,,"Saint-Cloud, France",,,,,8400000.0
adv tech,An inspired bio technology making it possible to respond in part to the challenges of tomorrow's maritime transport and renewable energies,https://storage.googleapis.com/dealroom-images-production/3f/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMS8wNy81NzBjZmZmN2M2MmM5MGU1NzAyN2YyMTQxNGNlNTRmMQ==.png,,,,,Non disponible,,B2B,€320—480k,"commission, deep tech, manufacturing, robotics",3 à 5 salariés,,"Talence, France",2012-01-01,,,,80000.0
advanced biodesign,Overcoming tumor drug resistance,https://storage.googleapis.com/dealroom-images-production/00/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNy8zZTBjYTI2YjgzNGNlMTI2NjI4ZDUwYTFhMjJhN2ZlNA==.png,,,,,Non disponible,,B2B,€8—12m,"biotechnology, health, manufacturing, pharmaceutical",20 à 49 salariés,,"Saint-Priest, France",,,,,31400000.0
advans group,"Specialized engineering solutions for hardware, software, and mechanical technology integration",https://storage.googleapis.com/dealroom-images-production/29/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wOS85ZGU0NDNmZjM4ZjE4YTYxNzFkYmJlYjU2YmM1MTc3Ng==.png,,,,,Non disponible,,B2B,,"enterprise software, saas, subscription",1000 à 1999 salariés,,"Cachan, France",2000-01-01,,,,50000000.0
advanseez,Web app for business owners,https://storage.googleapis.com/dealroom-images-production/0a/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMy81MGE0YTlmMjA3NzRmYjU5NGUxMDRhODVkZmU3OTY0OA==.png,,,,,Non disponible,,B2B,€13—20m,"enterprise software, saas",3 à 5 salariés,,"Rennes, France",,,,,3300000.0
advency media,,https://storage.googleapis.com/dealroom-images-production/ac/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMi8wMS83NWEyZDYzNWI4ZTM4MzdkYzllNGQyZmZmZTZjYzQzZg==.png,,,,,Non disponible,,B2B,,"advertising, marketing, marketplace & ecommerce",20 à 49 salariés,,"Paris, France",,,,,
adverte,Nous simplifions le suivi et la gestion budgétaire des campagnes paid,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-adverte-square.png,,,,,Non disponible,,,,google ads,,http://adverte.fr/?utm_source=LesPepitesTech.com,32 Avenue de la République,,,,,
aeklys,"Smart ring enabling seamless payments, transport access, and secure entry, replacing keys and cards with style",https://storage.googleapis.com/dealroom-images-production/98/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8xNi9iZjk0Mjk0MzQ2NDJkZmEyZjQ3ZWU2MTVlY2M5MTU2NA==.png,,,,,Non disponible,,B2B,,"home living, iot internetofthings, marketplace & ecommerce, subscription",3 à 5 salariés,,"Ajaccio, France",,,,,
aelis farma,Biotech company conducting research and development on innovative signaling specific drugs,https://storage.googleapis.com/dealroom-images-production/bb/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNy84ZDExZWFlNThmYjUwYWI5Y2ZhZDU4ZTJlZDVhNGM4YQ==.png,,,,,Non disponible,,B2B,(€79m),"deep tech, health, manufacturing",20 à 49 salariés,,"Bordeaux, France",,,,,26000000.0
aera group,Leader in African environmental certificates trading,https://storage.googleapis.com/dealroom-images-production/fd/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wNS8yNS8zN2YxZWMwYTg1MmZhNDcxNGVhN2RkYzY1NjMyODkyMw==.png,,,,,Non disponible,,B2B,,"clean energy, commission, energy, manufacturing",20 à 49 salariés,,"Paris, France",,,,,
aerix systems,AERIX SYSTEMS develops a new remotely piloted aerial vehicle with disruptive characteristics,https://storage.googleapis.com/dealroom-images-production/00/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNy81MTJiYjUzMWVkNTc4NjAxNDJhM2RjNDgwMzRiYTQ2ZA==.png,,,,,Non disponible,,B2B,€4—6m,"commission, deep tech, hardware, manufacturing, robotics, transportation",20 à 49 salariés,,"Mérignac, France",2020-01-01,,,,1000000.0
aerophile sas,Aerophile aims to allow everyone to rise into the air for a reasonable price,https://storage.googleapis.com/dealroom-static-production/null/company-74.png,,,,,Non disponible,,B2B,€6—9m,"b2c, marketplace & ecommerce",20 à 49 salariés,,"Paris, France",1993-01-01,,,,19300000.0
affluent medical,"The new generation of minimally invasive implants to treat diseases of the heart, aorta, and urinary incontinence",https://storage.googleapis.com/dealroom-images-production/21/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNy9hYWJkNGE0ZjExNTIyMTIxNDU4NTgxMjJiYTY3MmIwNA==.png,,,,,Non disponible,,B2B,€70m,"commission, deep tech, health, manufacturing, medical devices",50 à 99 salariés,,"Paris, France",2011-01-01,,,,15800000.0
aga care,Health and wellness virtual coach,https://storage.googleapis.com/dealroom-images-production/2a/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNi8yZDhiN2JlY2ZhZDJiNzg2MmEwZjU5OWE0MmJiOTFjNw==.png,,,,,Non disponible,,B2C,,"health, health platform, saas, wellness beauty",1 ou 2 salariés,,"Paris, France",,,,,
agap2,agap2 - Operational consultancy and engineering group - Join us!,https://storage.googleapis.com/dealroom-images-production/f4/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wNS8zMC85MmYzNjRlZTI0MGIyZTkyZDMxNmYxYzQ2ODMzYWIzYQ==.png,,,,,Non disponible,,,,legal,1000 à 1999 salariés,,"Boulogne-Billancourt, France",2005-01-01,,,,
agence dnd,,https://storage.googleapis.com/dealroom-images-production/28/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8xOC83NWNhZWZiZmUyOWI3N2E3YjA0NmZkYzc1ZDc2NDcwMw==.png,,,,,Non disponible,,B2C,,"enterprise software, saas",50 à 99 salariés,,"Paris, France",2004-01-01,,,,
agence fr de realite virtuelle,We increase your sales volume with virtual reality. We equip salesperson with headsets and programs. Our automated processes enable us to offer accessible prices to all businesses. Our Customers (Sales Representative) : Wineyards - Factories and Industries - Tourism Organization .... And all companies which want to increase their sales volume,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/23b35bdb-bcf3-4088-b261-d8684a09976f1,,,,,Non disponible,,,,"virtualreality, sales, automation, b2b, b2b services, marketing & advertising, xr & metaverse",,https://www.lagencefrancaise.tech/,BORDEAUX - PARIS - MONTPELLIER,,,,,
agence française des pièces détachées,Vente de pièces détachées en électroménager,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_1_25.png,,,,,Non disponible,,,,electroménager,,https://pcdt.fr/?utm_source=LesPepitesTech.com,"4 Rue Charles de Gaulle, Saultain",,,,,
agence g.easy,L'agence G.EASY est une agence digitale spécialisée dans la captation de lieux en 3D intérieur/extérieur et dans la création de visite virtuelle innovante.,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/agence_g.easy_bleu.png,,,,,Non disponible,,,,3d,,http://www.geasy.fr/?utm_source=LesPepitesTech.com,"1 Place Pierre Mendès France, Castelnau-le-Lez",,,,,
agilauto partage,"Agilauto Partage, a subsidiary of the Crédit Agricole Group, offers an electric car-sharing service in rural areas, with the aim of reducing the mobility deserts in France and offering travel solutions that are adapted and accessible to every citizen. With the support of Crédit Agricole's Regional Banks, Agilauto Partage is setting up this digital mobility service (bookings made using smartphones) in communities by installing a fleet of 10 to 20 100% electric vehicles, manufactured in France, to meet each user's needs: city cars, minivans, vans, PRM vehicles (people with reduced mobility). Agilauto Partage also offers a car-sharing service for companies, enabling them to optimise and reduce the running costs of their fleets, meet environmental requirements and provide a new service for the private, paid use of a company vehicle.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/d80ac7c4-266f-4393-a210-fb41a778f14c1,,,,,Non disponible,,,,"mobilité, électrique, rural, partage, mobility & smart city",,https://www.agilautopartage-ca.fr/,MASSY,,,,,
